"course_code","sdg_number","sdg_name","addressed","justification","timestamp"
"CHEM3071","0","analysed","analysed","analysed","2025-04-30 04:58:41.379180"
"ARTS1032","4","Quality Education","Yes","The course is a university-level course providing education in literature and writing.","2025-04-30 04:58:43.321836"
"ARTS1032","0","analysed","analysed","analysed","2025-04-30 04:58:43.322872"
"VISN5513","3","Good Health and Well-being","Yes","The course focuses on Orientation and Mobility, which directly contributes to the health and well-being of people who are blind or have low vision by improving their independence and safety.","2025-04-30 04:58:46.395013"
"VISN5513","4","Quality Education","Yes","The course provides postgraduate education and training in a specialized field (Orientation and Mobility) within Optometry and Vision Science.","2025-04-30 04:58:46.395030"
"VISN5513","10","Reduced Inequalities","Yes","The course addresses disability, diversity, and inclusion, specifically focusing on providing access to information and services for people who are blind or have low vision, thereby working to reduce inequalities faced by this group.","2025-04-30 04:58:46.395036"
"VISN5513","11","Sustainable Cities and Communities","Yes","The course's focus on Orientation and Mobility and inclusive practices contributes to making communities more accessible and inclusive for people with vision impairments, which aligns with creating sustainable cities and communities.","2025-04-30 04:58:46.395041"
"VISN5513","16","Peace, Justice, and Strong Institutions","Yes","The course examines legislation and guidelines related to disability and access, which relates to promoting just and inclusive societies and strong institutions that uphold the rights of people with disabilities.","2025-04-30 04:58:46.395046"
"VISN5513","0","analysed","analysed","analysed","2025-04-30 04:58:46.396690"
"ACTL2102","4","Quality Education","Yes","The course provides specialized education in actuarial models, contributing to quality education.","2025-04-30 04:58:48.749574"
"ACTL2102","8","Decent Work and Economic Growth","Yes","Actuarial skills are relevant to the financial and insurance sectors, contributing to economic growth and potentially decent work.","2025-04-30 04:58:48.749593"
"ACTL2102","0","analysed","analysed","analysed","2025-04-30 04:58:48.750935"
"GENL1021","4","Quality Education","Yes","The course provides general education as part of an undergraduate degree program.","2025-04-30 04:58:51.176934"
"GENL1021","10","Reduced Inequalities","Yes","The course aims to deepen appreciation of different religious traditions, which can contribute to understanding and reducing inequalities based on religion.","2025-04-30 04:58:51.176953"
"GENL1021","16","Peace, Justice and Strong Institutions","Yes","Understanding different religions and their customs can contribute to peace and understanding between communities.","2025-04-30 04:58:51.176963"
"GENL1021","0","analysed","analysed","analysed","2025-04-30 04:58:51.178465"
"EDST6785","3","Good Health and Well-being","Yes","The course focuses on teaching Personal Development, Health and Physical Education (PDHPE) which directly addresses physical, social, emotional, cognitive, and moral development, health, safety, and well-being of young Australians.","2025-04-30 04:58:53.664522"
"EDST6785","4","Quality Education","Yes","The course is a university-level course for pre-service teachers, focusing on pedagogical approaches and curriculum for K-6 PDHPE, contributing to quality education.","2025-04-30 04:58:53.664532"
"EDST6785","10","Reduced Inequalities","Yes","The course includes content on inclusive practice, teaching students from diverse backgrounds (linguistic, cultural, religious, socioeconomic, Aboriginal and Torres Strait Islander), and students with disability, directly addressing reduced inequalities in education.","2025-04-30 04:58:53.664539"
"EDST6785","17","Partnerships for the Goals","Yes","The course mentions communicating effectively with community advocates and understanding their role in educational settings, indicating a focus on partnerships.","2025-04-30 04:58:53.664542"
"EDST6785","0","analysed","analysed","analysed","2025-04-30 04:58:53.665600"
"LAWS8391","4","Quality Education","Yes","The course is a postgraduate university course providing education in international law.","2025-04-30 04:58:55.814148"
"LAWS8391","5","Gender Equality","Yes","The course explicitly examines discrimination on the basis of sex and gender and the course convener has publications on women's human rights and gender and human rights.","2025-04-30 04:58:55.814151"
"LAWS8391","10","Reduced Inequalities","Yes","The core focus of the course is international law of equality and non-discrimination, examining various grounds of discrimination including sex, disability, race, religion, ethnicity, Indigenous peoples, and sexual orientation.","2025-04-30 04:58:55.814153"
"LAWS8391","16","Peace, Justice and Strong Institutions","Yes","The course focuses on international law, human rights law, international mechanisms for implementation and compliance, and the role of non-state actors and domestic legal regimes in addressing discrimination, all of which relate to promoting justice and strong institutions.","2025-04-30 04:58:55.814154"
"LAWS8391","0","analysed","analysed","analysed","2025-04-30 04:58:55.814549"
"AGSM9712","4","Quality Education","Yes","The course is a postgraduate-level course providing education in negotiation skills.","2025-04-30 04:58:58.252609"
"AGSM9712","5","Gender Equality","Yes","The course explicitly includes a unit on ""Culture and Gender"" and discusses the impact of gender on negotiations.","2025-04-30 04:58:58.252621"
"AGSM9712","10","Reduced Inequalities","Yes","The course addresses cross-cultural factors and power dynamics in negotiation, which can contribute to understanding and reducing inequalities in interactions.","2025-04-30 04:58:58.252626"
"AGSM9712","16","Peace, Justice, and Strong Institutions","Yes","The course covers ethics, responsible management, and the role of third parties (like mediation) in negotiation, which aligns with promoting peaceful and just processes.","2025-04-30 04:58:58.252630"
"AGSM9712","0","analysed","analysed","analysed","2025-04-30 04:58:58.253937"
"EDST6719","4","Quality Education","Yes","The entire course is focused on training future teachers in Legal Studies, directly contributing to quality education.","2025-04-30 04:59:00.627460"
"EDST6719","10","Reduced Inequalities","Yes","The course explicitly addresses teaching strategies for students from diverse backgrounds, including linguistic, cultural, religious, socioeconomic, Aboriginal and Torres Strait Islander, students with special educational needs, and non-English-speaking backgrounds, aiming to reduce inequalities in education.","2025-04-30 04:59:00.627468"
"EDST6719","16","Peace, Justice and Strong Institutions","Yes","The course focuses on teaching Legal Studies, which inherently involves concepts of law, justice, and potentially the role of institutions, although the primary focus is on pedagogy.","2025-04-30 04:59:00.627471"
"EDST6719","0","analysed","analysed","analysed","2025-04-30 04:59:00.628237"
"ARCH7216","4","Quality Education","Yes","The course is a postgraduate level course providing education in architecture and urbanism.","2025-04-30 04:59:02.842736"
"ARCH7216","10","Reduced Inequalities","Yes","The course focuses on designing for diversity in a multicultural context, addressing the needs and representation of migrant and minority groups in urban spaces.","2025-04-30 04:59:02.842747"
